微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwMBs0Svq,【杭州飞西安99元、飞成都130元！3月机票卖出“白菜价”，但说走就走还有点难】有网友报料，深圳飞成都的机票近日曾出现5元的价格。记者查询到3月从杭州出发的航班，也出现了0.6折的“白菜价”。3月3日，杭州飞西安最低99元、飞成都最低130元、飞重庆最低140元。机票专家表示，出现超低价是因为旅客出行需求与航班恢复情况还未匹配。不过，尽管票价低，网友的出游欲目前还只是停留在搜索阶段，距离“说走就走”尚有一些距离。杭州飞西安99元、飞成都130元！3月机票卖出“白菜价”，但说走就走还有点难            [组图共6张]    原图                            ,"http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfvjdde1qj20k0160q9n.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfvjd5v4rj20k00d0god.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfvjd81bij20k00bddi3.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfvjd99pxj20k00radjw.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfvjdbcrvj20k00pwgpf.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfvjdcgm1j20k00sudkn.jpg",无,无,2020-03-02 20:54,专业版微博,25,5,19
IwM40wge6,今天下午杭州市召开战疫情促发展工作会，吉利集团董事长李书福：大挑战就有大机遇……  都市快报的微博视频 ,无,"http://f.video.weibocdn.com/002ElnFtgx07BnZ79KTC0104120015ym0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1584941357&ssig=VHTjM6Q0Al&KID=unistore,video",无,2020-03-02 19:31,微博视频,28,3,7
IwLWtkJnq,【浙江11名拟提拔任用省管领导干部任前公示】经省委研究，决定将拟提拔任用的李波等11名同志予以公示，征求广大干部、群众的意见。现就有关事项通告如下→浙江11名拟提拔任用省管领导干部任前公示 原图,http://wx2.sinaimg.cn/large/6e1fdf79ly1gcfsp504v0j20em0eiwhu.jpg,无,无,2020-03-02 19:13,微博 weibo.com,11,1,7
IwLrJrslS,【青山一道，同担风雨，杭州佬#马云回赠日本100万只口罩#】今天下午，马云公益基金会、阿里巴巴公益基金会在微博中表示，捐赠100万只口罩用于支持日本“抗疫”。 此前，在中国医疗物资最为紧缺的阶段，日本一般社团法人日本医疗国际化机构名誉理事长二阶俊博牵头从日本各方找到12.42万套防护服，10万套无偿捐赠给中国。马云回赠的100万只口罩抵达日本后，将由二阶俊博转交相应急需部门。山川异域，风月同天；青山一道，同担风雨。相信一切都会好起来！新浪科技的微博视频                                ,无,无,无,2020-03-02 17:57,微博 weibo.com,65,6,15
IwLa2j8LC,今天下午杭州市召开战疫情促发展工作会，娃哈哈集团董事长宗庆后：我们要守好自己的门、管好自己的人，筑牢抵御疫情的防线。  都市快报的微博视频 ,无,"http://f.video.weibocdn.com/002zULNogx07BnZj8VcX01041200107Q0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1584941358&ssig=GDvOZMhspY&KID=unistore,video",无,2020-03-02 17:13,微博视频,24,0,2
IwL9zABZP,杭州市召开战疫情促发展工作会娃哈哈集团董事长宗庆后：杭商同根同源，应该携手同行！  都市快报的微博视频 ,无,"http://f.video.weibocdn.com/000CwFXxgx07BnZeplAI010412000Dsn0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1584941359&ssig=Qn%2Fm9GdshR&KID=unistore,video",无,2020-03-02 17:12,微博视频,15,0,1
IwL8lnTNe,今天下午杭州市召开战疫情促发展工作会，杭州阿里巴巴CEO张勇在会上发言。  都市快报的微博视频 ,无,"http://f.video.weibocdn.com/000O4zwJgx07BnZ1RSGQ010412000TDm0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1584941368&ssig=yZS04vNNFD&KID=unistore,video",无,2020-03-02 17:09,微博视频,18,3,6
IwKWJz3cT,【“亲清在线”刚上线，她就领到了首单补贴】就在刚刚，杭州市政府新型亲清政商关系数字平台——亲清在线正式上线！享受首单兑现到账的是云栖小镇企业绿城物业第四分公司的员工洪丽青。从送码，确认，再到到账，不到2分钟便享受到了企业员工租房补贴政策。“亲清在线”刚上线，她就领到了首单补贴 [组图共8张]原图,"http://ww1.sinaimg.cn/large/6e1fdf79ly1gcfoaqh3quj20u00hj0wc.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfoars7tej20u00mitmn.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfoari9h5j20u00mi4da.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gcfoar5109j20u00iwhad.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfoarm6zhj20u00mih06.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfoarlot6j20u00mi7k7.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gcfoarm3b0j20t81exhaf.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfoare9guj20m807ggoi.jpg",无,无,2020-03-02 16:40,微博 weibo.com,9,1,8
IwKja4v2c,【联合调查组公布#黄某英离汉进京事件调查结果#】2月26日，经中央政法委批准，司法部牵头，会同中央政法委、最高人民检察院、公安部组成联合调查组。2月27日，联合调查组赶赴湖北，在湖北省调查组的密切配合下，就武汉女子监狱刑满释放人员黄某英感染新冠肺炎离汉进京事件进行调查。3月2日，联合调查组公布调查结果，认为，“黄某英事件”是一起因失职渎职导致的严重事件，性质恶劣，影响极坏，给首都疫情防控工作带来极大隐患。联合调查组认为，对于黄某英事件，湖北省司法厅负领导责任，省监狱局负主要责任，武汉女子监狱负直接责任，武汉市东西湖区公安分局履行查控职责不到位，应依法依规依纪严肃追究相关人员责任。联合调查组将调查发现问题转湖北省有关方面依法依规依纪处理，并提出了初步处理建议。司法部牵头的联合调查组公布“黄某英事件”调查结果                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gcflh2h4qyj20k00da3zz.jpg,无,无,2020-03-02 15:03,微博 weibo.com,7,3,9
IwJUAdX9w,【华南海鲜市场隔壁这个开眼镜店的温州人火了，找他的全国各地医护人员排长队】4万余名医护人员援鄂抗疫，不少眼镜族遇到了棘手事。好在，武汉有一位近视族的“大恩人”陈庆丰。他也是一名受疫情召唤，自发回汉的“逆行者”，一直在募捐护目镜、眼罩等物资。陈庆丰是温州人，视光医生，在武汉开有一家眼科医疗机构，和哥哥陈庆申在武汉生活了十多年。2月28日，陈庆丰获得了阿里正能量2万元的“战疫英雄奖”。华南海鲜市场隔壁这个开眼镜店的温州人火了，找他的全国各地医护人员排长队            [组图共9张]    原图                            ,"http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfjqekglxg20dc07o7wk.gif,http://ww1.sinaimg.cn/large/6e1fdf79ly1gcfjqd7zfnj20u039hwpj.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfjqcnsgpj20u0140whf.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfjqcoqn8j20u0140djp.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfjqd1istj20u014043o.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfjqcldmcj20ec0j4aau.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfjqcry85j20hs0npt9h.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfjqcxow9j20u0140q68.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfjqd2x2oj20u01h9qac.jpg",无,无,2020-03-02 14:02,微博 weibo.com,96,22,5
IwJpWdMLs,【浙江“五色图”全绿了，杭州所有地区处于较低风险以下】最新版浙江省县域疫情风险地图“五色图”显示，桐庐、海曙由较低风险降为低风险，高风险、较高风险、中风险、较低风险的县（市、区）已全部清零。截至2020年3月1日24时，浙江本地已连续9天无新增新型冠状病毒肺炎确诊病例，累计报告新型冠状病毒肺炎确诊病例1205例，现有重症病例10例（其中危重4例），累计死亡1例，累计出院1050例。浙江“五色图”全绿了，杭州所有地区处于较低风险以下            [组图共4张]    原图                            ,"http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfhjnu80wj20k03rz4qp.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfhjn65iij20k01f0dj8.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfhjrnvodj216f0u01l8.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfhjn6ri9j20jl0irq5l.jpg",无,无,2020-03-02 12:47,微博 weibo.com,209,42,34
IwIHPqbCw,#浙江新增1例境外输入性确诊病例# 【浙江丽水新增境外（意大利）输入性确诊病例：31岁青田女子从米兰经莫斯科转机于27日22时到达上海浦东机场】患者王某，女，31岁，意大利华侨，2月28日回国，国内户籍为青田县瓯南街道。2月16日出现咳嗽、头痛、腹泻等症状，自行服药治疗。26日晚从意大利米兰（SU2415H航班座位号17C）出发，经莫斯科（SU206H航班座位号22F）转机，于27日22时到达上海浦东机场，随后包车于28日上午8时抵达青田县，随即被直接送往青田县集中隔离医学观察点开展医学观察。3月1日新冠病毒核酸检测阳性，目前在青田县人民医院隔离治疗。丽水新增境外（意大利）输入性确诊病例 ：31岁青田女子从意大利米兰经莫斯科转机于27日22时到达上海浦东机场                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gcfeernzqwj20jk08gjyp.jpg,无,无,2020-03-02 10:58,微博 weibo.com,3535,124,692
IwIwUu8Sq,【浙大一院完成全球首例老年新冠肺移植手术】3月1日下午，浙大一院多学科协作完成了全球首例老年新冠肺移植手术。这位66岁的女性患者1月31日确诊，2月2日转入浙大一院抢救2月3日和16日先后气管插管和使用上ECMO，此时她的病毒核酸检测已连续多天转阴，但双肺实变严重，肺功能受损不可逆，延续生命唯一的方法就是肺移植。这台高风险、高难度手术，凝结了浙大一院30余位医护专家的心血。目前，患者术后生命体征平稳。浙大一院完成全球首例老年新冠肺移植手术            [组图共4张]    原图                            ,"http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfdm5a1aij20k00atqak.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfdm8vg8wg20bo071qv7.gif,http://ww1.sinaimg.cn/large/6e1fdf79ly1gcfdm5ebuvj20k00d9gvd.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfdm5exd8j20k00bptih.jpg",无,无,2020-03-02 10:31,微博 weibo.com,43,14,31
IwImt35Or,【浙江疫情防控应急响应等级调整为二级】2日上午，省委书记车俊主持召开省委常委会会议，会议决定我省疫情防控应急响应等级从原来的一级调整为二级。浙江疫情防控应急响应等级调整为二级 原图,http://wx4.sinaimg.cn/large/6e1fdf79ly1gcfcw1k110j20jw08b101.jpg,无,无,2020-03-02 10:06,微博 weibo.com,26,12,12
IwIlKayyQ,【刚刚，杭州医生隔空为武汉30多岁新冠肺炎患者做检查，远程控制超声机器人】今天9点30分，在浙江省人民医院5G智慧医疗创新实验室远程超声技术支持下，超声科副主任彭成忠主任医师，通过手柄操作，远程控制着距离杭州700多公里外的武大中南医院的超声机器人，隔空为患者进行超声检查。彭成忠说道，对于新冠肺炎患者病情的影像学变，虽然肺部CT是金标准，但是CT无法到患者床边，由于病情变化快，反复的CT复查监测病情变化有现实难度，而超声检查有利于动态观察病人情况。刚刚，杭州医生隔空为武汉30多岁新冠肺炎患者做检查，远程控制超声机器人            [组图共2张]    原图                            ,"http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfcu1k83ig20b406ahdt.gif,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcfcu6hyw7j20k00qoni1.jpg",无,无,2020-03-02 10:04,专业版微博,90,25,29
IwI33vq7D,【杭州连续11天无新增】2020年3月1日0-24时，全市无新增新型冠状病毒肺炎确诊病例。重症病例减少1例，治愈出院1例。截至3月1日24时，全市已连续11天无新增新型冠状病毒肺炎确诊病例。专家提醒：疫情还未结束，希望大家继续保持警惕，尽量不聚餐、不聚会。杭州连续11天无新增，昨日重症病例减少1例，治愈出院1例 原图,http://wx3.sinaimg.cn/large/6e1fdf79ly1gcfbhif3jgj20jy08e45w.jpg,无,无,2020-03-02 09:18,微博 weibo.com,20,5,5
IwHWKBdS9,【浙江昨日新增境外（意大利）输入性确诊病例1例】2020年3月1日0-24时，浙江省无本地新增新型冠状病毒肺炎确诊病例，新增境外（意大利）输入性确诊病例1例。浙江昨日新增境外（意大利）输入性确诊病例1例 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gcfb24w9t8j20jy08e45w.jpg,无,无,2020-03-02 09:02,微博 weibo.com,76,16,51
IwHOJeOqM,【94岁武汉倔奶奶一把推开杭州护士：你们是杭州来的好孩子，我不想传染给你们】2月14日，28岁的呼吸内科护士罗敏从邵逸夫医院来到武汉协和肿瘤医院重症病房。她说，武汉人民真的非常好，有一位94岁的“倔强奶奶”，有次护士们去扶上厕所，没想到奶奶一把她们给推开，“离我远一点，我身上带着病毒，你们是从杭州来的好孩子，我不想传染给你们”。奶奶还说，她手里还有3万块钱，都是她平时省下来的，想捐出来，给医务人员买一些防疫物资。94岁武汉倔奶奶一把推开杭州护士：“你们是杭州来的好孩子，我不想传染给你们”            [组图共6张]    原图                            ,"http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfahjwk5gj20k00ziwjm.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gcfahjukezj20k00jjdjv.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfahju0oqj20k00odjvz.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfahjuhc5j20k00f0ad4.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcfahjtofjj20k00ezju6.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gcfahjuezkj20k00ew0va.jpg",无,无,2020-03-02 08:42,微博 weibo.com,103,14,12
IwHGJpm9h,【武汉昨日新增确诊193例，死亡32例，现有重症6225例】3月1日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例202例，新增死亡病例42例（湖北42例），新增疑似病例141例。当日新增治愈出院病例2837例，解除医学观察的密切接触者8154人，重症病例减少255例。截至3月1日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例32652例（其中重症病例7110例），累计治愈出院病例44462例，累计死亡病例2912例，累计报告确诊病例80026例，现有疑似病例715例。累计追踪到密切接触者663240人，尚在医学观察的密切接触者46219人。湖北新增确诊病例196例（武汉193例），新增治愈出院病例2570例（武汉1958例），新增死亡病例42例（武汉32例），现有确诊病例30543例（武汉25903例），其中重症病例6872例（武汉6225例）。累计治愈出院病例33757例（武汉21185例），累计死亡病例2803例（武汉2227例），累计确诊病例67103例（武汉49315例）。新增疑似病例80例（武汉70例），现有疑似病例527例（武汉340例）。累计收到港澳台地区通报确诊病例148例：香港特别行政区98例（出院36例，死亡2例），澳门特别行政区10例（出院8例），台湾地区40例(出院12例，死亡1例)。武汉昨日新增确诊193例，死亡32例，现有重症6225例                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gcf9x2xr3ij20k008g42p.jpg,无,无,2020-03-02 08:23,微博 weibo.com,16,4,9
IwHxinKkO,我们大杭州 土灶+硬柴+大铁锅旺火炖，文火熬运河红烧羊肉同款手艺烧出农家绿头酥鸭唐探来了 邀请20位杭友免费试吃 原图,http://wx3.sinaimg.cn/large/6e1fdf79ly1gcev089z3xj20ku112aok.jpg,无,无,2020-03-02 08:00,微博 weibo.com,18,0,5
IwEseEZEb,【杭州小朋友墩墩、小熊、挽挽、宥宥、熙熙，他们有一个特别“宝贵”的共同点！】2月29日当天，杭州各大医院迎来了一个又一个的“闰年宝宝”。杭州妇产科医院迎来了19个“闰年宝宝”，省立同德医院3个“闰年宝宝”全是小公主，浙大妇院的“闰年宝宝”多达41个。昨天，记者探访了多家医院，见到了许多29日出生的小天使们，和他们的爸爸妈妈聊了聊→杭州小朋友墩墩、小熊、挽挽、宥宥、熙熙，他们有一个特别“宝贵”的共同点！            [组图共5张]    原图                            ,"http://ww3.sinaimg.cn/large/6e1fdf79ly1gcevms9jycj209w0d3q38.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gcevmszxblj20u01bijuz.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcevmsdtwaj20u0140tbr.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcevmsdyz4j20u013zmzq.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gcevmsfiy8j20u0140whk.jpg",无,无,2020-03-02 00:09,专业版微博,51,9,15
